text,content,Does this content is relevant with text?
https://www.huffingtonpost.com/entry/track-santa-on-christmas-eve-norad_us_5a3a6364e4b0b0e5a79e9b6e,fashion,non-relevant
https://www.theonion.com/brita-unveils-new-in-throat-water-filters-1819578824,fashion,non-relevant
https://www.theonion.com/ghost-cant-make-a-simple-cup-of-coffee-without-everyone-1819567608,entertainment,non-relevant
https://www.huffingtonpost.com/entry/one-of-the-planets-most-powerful-forces-for-change_us_59dd0877e4b07a185aa75ec6,entertainment,non-relevant
https://www.huffingtonpost.com/entry/draymond-green-wnba_us_573c7f0ee4b0646cbeeba0fb,sports,non-relevant
https://www.huffingtonpost.com/entry/ryan-lochte-apology_us_57b715bae4b0b51733a2e327,sports,non-relevant
https://www.theonion.com/north-dakota-not-heard-from-in-48-hours-1819564531,parenting,non-relevant
https://www.huffingtonpost.com/entry/4-lessons-prison-taught-m_b_7108198.html,animals,non-relevant
https://www.theonion.com/sick-fucks-line-up-to-gape-at-dead-body-1819591545,fashion,non-relevant
https://www.huffingtonpost.com/entry/muslim-fraternity-alif-laam-meem_n_5405764.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-vicious-knot-of-syria-the-untangling-process-contains_us_590ff9efe4b0f7118072462a,entertainment,non-relevant
https://www.huffingtonpost.com/entry/peter-defazio-craft-beer_us_56215319e4b0bce34700aa00,entertainment,non-relevant
https://www.theonion.com/breast-implants-found-to-cause-problems-in-laboratory-m-1819586306,animals,non-relevant
https://www.huffingtonpost.com/entry/trump-strikes-syria-retaliation-chemical-attack_us_5acc7508e4b07a3485e7e642,animals,non-relevant
https://www.theonion.com/ceos-funeral-a-networking-dream-1819569324,entertainment,non-relevant
https://www.huffingtonpost.com/entry/year-round-schooling-how_b_5740932.html,academic,non-relevant
https://www.huffingtonpost.com/entry/zen-teachers-abuse-letter_n_6488386.html,academic,non-relevant
https://www.huffingtonpost.com/entry/substantiated-complaints-_n_6658222.html,entertainment,non-relevant
https://www.theonion.com/sonny-bono-foundation-prevents-at-risk-youths-from-skii-1819574621,fashion,non-relevant
https://www.huffingtonpost.com/entry/pope-francis-reminds-the-world-that-caring-for-the-earth-is-everyones-responsibility_us_593595d7e4b0cfcda9167c04,animals,non-relevant
https://www.huffingtonpost.com/entry/t-pga-awards-2014_n_5672138.html,sports,non-relevant
https://www.huffingtonpost.com/entry/lgbq-sports-people-come-out_us_59dd21a2e4b01df09b76c149,sports,non-relevant
https://www.huffingtonpost.com/entry/john-oliver-trump-impact-america_us_5a094caae4b05673aa5a3b68,entertainment,non-relevant
https://www.huffingtonpost.com/entry/jason-chaffetz-strips-mea_n_7629404.html,fashion,non-relevant
https://www.theonion.com/i-must-make-sure-you-have-the-skills-to-please-my-gran-1823835071,parenting,non-relevant
https://www.huffingtonpost.com/entry/bug-james-rodriguez_n_5559326.html,sports,non-relevant
https://www.theonion.com/clinton-becomes-first-president-to-clear-18-feet-in-pol-1819586822,animals,non-relevant
https://www.theonion.com/hunter-s-thompson-shoots-mouth-off-one-last-time-1819588025,animals,non-relevant
https://www.huffingtonpost.com/entry/inhofe-barbra-streisand_n_6261874.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/questions-i-wish-younger-people-would-stop-asking_b_6842198.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/albuquerque-shooting_n_5663923.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/an-adventure-through-hell_b_7624316.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/watch-demi-lovato-drops-n_n_6377942.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/miley-cyrus-liam-hemsworth-nye-kiss_us_586a8feae4b0d9a5945c150c,entertainment,non-relevant
https://www.theonion.com/jealous-gps-clearly-wants-man-to-back-over-wife-1819589581,entertainment,non-relevant
https://www.huffingtonpost.com/entry/natalie-morales-queer_us_5958ecbae4b0da2c7324148b,entertainment,non-relevant
https://www.huffingtonpost.com/entry/our-top-italy-tours-for-2_b_5787288.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/cindy-crawford-daughter-kaia-gerber_us_56b224a9e4b01d80b244a90d,fashion,non-relevant
https://www.huffingtonpost.com/entry/david-beckham-matching-victoria_us_593add0be4b0c5a35c9f03d7,fashion,non-relevant
https://www.theonion.com/cafe-adds-heartbreaking-little-lunch-menu-1819577737,fashion,non-relevant
https://www.huffingtonpost.com/entry/mcdonalds-vows-all-green-packaging-goal_us_5a5f95bde4b054e35176b509,fashion,non-relevant
https://www.huffingtonpost.com/entry/kris-jenner-turned-all-the-way-up-for-drunken-valentines-day-karaoke_us_5a859a15e4b0774f31d2ceb0,entertainment,non-relevant
https://www.theonion.com/whale-regrets-eating-290-000-plastic-poker-chips-that-f-1819579538,animals,non-relevant
https://www.huffingtonpost.com/entry/texas-ebola-patient-thomas-eric-duncan_n_5935286.html,animals,non-relevant
https://www.huffingtonpost.com/entry/scott-pruitt-donald-trump-climate-change_us_5936979de4b013c4816ae169,entertainment,non-relevant
https://www.huffingtonpost.com/entry/father-son-urinal-thieves_n_5420448.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/philadelphia-mayor-super-pac_n_7268872.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/air-force-oath_n_5838802.html,technology,non-relevant
https://www.theonion.com/yak-chews-thoughtfully-1819586953,animals,non-relevant
https://www.huffingtonpost.com/entry/paris-building-explosion_n_5743914.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/source-of-donald-trumps-military-expertise-finally-revealed_us_57d19fb4e4b00642712c3666,entertainment,non-relevant
https://www.huffingtonpost.com/entry/bernie-sanders-union-workers_us_56aa7ed6e4b05e4e3703b874,fashion,non-relevant
https://www.huffingtonpost.com/entry/seattle-mayors-accuser-in-sex-abuse-lawsuit-comes-forward_us_58f77208e4b0de5bac429ed3,entertainment,non-relevant
https://www.huffingtonpost.com/entry/sweden-fox-news-trump-police_us_58ab095ee4b037d17d29be2b,sports,non-relevant
https://www.huffingtonpost.com/entry/chromat-plus-size-models_us_55f420e9e4b063ecbfa48f3c,fashion,non-relevant
https://www.huffingtonpost.com/entry/10-qualities-of-your-inner-spirit_b_7067524.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/the-only-parenting-advice-id-dare-to-give_us_59c75602e4b0f2df5e83af0b,parenting,non-relevant
https://www.huffingtonpost.com/entry/celebrities-fourth-of-july_us_577a5ff6e4b0a629c1aa7a94,entertainment,non-relevant
https://www.huffingtonpost.com/entry/international-womens-day-_23_b_6805300.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/michelle-phan-empowers-women_n_6271018.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/caitlyn-jenner-responds-ricky-gervais-jokes_us_5698f048e4b0b4eb759e0957,entertainment,non-relevant
https://www.huffingtonpost.com/entry/joy-behar-response-to-michael-flynn-guilty-plea-with-pure-joy_us_5a21a249e4b03c44072d6cdb,entertainment,non-relevant
https://www.huffingtonpost.com/entry/6-things-no-one-tells-women-about-their-weight-loss-journey_b_7003184.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/ne-yo-investment-tech-school-holberton_us_59074214e4b02655f83eaad3,entertainment,non-relevant
https://www.huffingtonpost.com/entry/elizabeth-warren-donald-trump_us_575a0b38e4b0ced23ca7a3b4,entertainment,non-relevant
https://www.huffingtonpost.com/entry/baltimore-bus-crash_us_58189085e4b064e1b4b4a389,entertainment,non-relevant
https://www.theonion.com/fox-news-problem-solvers-in-way-over-their-heads-1819587510,entertainment,non-relevant
https://www.huffingtonpost.com/entry/kim-gordon-lana-del-rey_n_6745694.html,entertainment,non-relevant
https://www.theonion.com/bashar-al-assad-tries-tiny-bit-of-sarin-gas-on-self-to-1819575557,fashion,non-relevant
https://www.huffingtonpost.com/entry/my-niece-has-cancer-and-im-ticked-about-it_us_5946bf47e4b0d188d027ff8b,parenting,non-relevant
https://www.huffingtonpost.com/entry/stephanie-seymour-drunk-driving-arrest_us_569ddb71e4b0cd99679b37c8,entertainment,non-relevant
https://www.huffingtonpost.com/entry/scoliosis-what-you-need-to-know_us_590ba7e0e4b046ea176ae971,fashion,non-relevant
https://www.huffingtonpost.com/entry/controversy-erupts-after-uk-retailer-removes-gender-labels-from-kids-clothes_us_59aebad4e4b0dfaafcf2bdd7,fashion,non-relevant
https://www.theonion.com/teacher-bitches-about-paycheck-to-sixth-grade-class-1819566662,academic,non-relevant
https://www.theonion.com/area-insurance-salesman-celebrates-14th-year-of-quoting-1819565058,fashion,non-relevant
https://www.theonion.com/friends-always-on-best-behavior-around-neil-labute-1819567779,entertainment,non-relevant
https://www.theonion.com/biologists-announce-they-re-all-done-with-rodents-1819578401,animals,non-relevant
https://www.huffingtonpost.com/entry/the-secret-behind-a-one-d_b_7194404.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/creating-leverage-where-n_b_6303448.html,entertainment,non-relevant
https://www.theonion.com/newspaper-starting-to-worry-spending-so-much-time-on-fa-1819580373,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-lawsuit-against-black-lives-matter-and-the-central_us_59640672e4b0911162fc2e6b,entertainment,non-relevant
https://www.theonion.com/vatican-putting-out-feelers-for-how-public-would-react-1819579340,sports,non-relevant
https://www.huffingtonpost.com/entry/merrick-garland-drug-sentencing-richard-smith_us_57225b30e4b0f309baf0345f,entertainment,non-relevant
https://www.huffingtonpost.com/entry/alonzo-smith-dc-homicide_us_566ef473e4b0fccee16f3d59,entertainment,non-relevant
https://www.huffingtonpost.com/entry/boehner-vows-to-get-stuff-done_us_560aa588e4b0dd8503092743,fashion,non-relevant
https://www.huffingtonpost.com/entry/shishmaref-alaska-relocation-vote-2016_us_57b4faa7e4b095b2f5427b1b,animals,non-relevant
https://www.theonion.com/all-of-child-s-fondest-memories-times-when-dad-trying-t-1819577766,parenting,non-relevant
https://www.huffingtonpost.com/entry/the-worst-place-in-the-wo_b_6192524.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/mom-25-years-death-4-month-old-daughter_n_6451446.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/womens-march-inspired-democrats-unseating-gop-men_us_5a03099de4b06ff32c94cb55,fashion,non-relevant
https://www.huffingtonpost.com/entry/was-it-worth-it-america_b_6956846.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/martin-shkreli-kalobios-ceo_us_564f55f0e4b0258edb313e7c,fashion,non-relevant
https://www.theonion.com/man-failing-to-heed-harsh-lessons-of-past-orders-sonic-1819576683,fashion,non-relevant
https://www.theonion.com/magic-markered-initials-fail-to-deter-breakroom-rice-ca-1819567927,fashion,non-relevant
https://www.huffingtonpost.com/entry/straight-outta-compton-is_b_7993458.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/carly-rae-jepsen-all-that_n_7007920.html,entertainment,non-relevant
https://www.theonion.com/god-humbled-to-be-the-answer-to-jeopardy-clue-1826072334,sports,non-relevant
https://www.huffingtonpost.com/entry/konstanz-nightclub-shooting-germany_us_597d9422e4b02a8434b6e44a,entertainment,non-relevant
https://www.theonion.com/couple-at-point-where-theyre-comfortable-using-toilet-a-1819574876,fashion,non-relevant
https://www.huffingtonpost.com/entry/cougar-p-23-killed-malibu_us_5a73c590e4b0905433b2a507,animals,non-relevant
https://www.huffingtonpost.com/entry/noah-cyrus-has-pipes_us_58920c14e4b0522c7d3e625f,entertainment,non-relevant
https://www.theonion.com/campbells-unveils-one-big-can-sized-noodle-1822424458,fashion,non-relevant
https://www.huffingtonpost.com/entry/taylor-swift-gremlin-voice_n_6049578.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/the-best-way-to-eat-avoca_b_5602606.html,fashion,non-relevant
https://www.theonion.com/that-one-mcdonalds-plate-from-the-70s-holy-shit-there-1819586984,fashion,non-relevant
https://www.huffingtonpost.com/entry/an-open-letter-to-progres_b_7257776.html,fashion,non-relevant
https://www.theonion.com/modern-day-lancelot-offers-to-pay-for-abortion-1819577414,sports,non-relevant
https://www.theonion.com/united-airlines-offering-immigrants-special-flights-tha-1819580058,fashion,non-relevant
https://www.theonion.com/sun-thinking-of-just-collapsing-now-and-getting-this-al-1821437839,animals,non-relevant
https://www.huffingtonpost.com/entry/clarence-thomas-retiring-ginni-thomas_us_57684942e4b015db1bca42e5,entertainment,non-relevant
https://www.theonion.com/struggling-airline-helped-by-friendly-giant-1819566439,entertainment,non-relevant
https://www.huffingtonpost.com/entry/how-to-breakup-like-a-boss_n_7166338.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/malcolm-in-the-middle-reboot_us_55facc4ae4b0fde8b0cd23fe,entertainment,non-relevant
https://www.huffingtonpost.com/entry/using-the-united-fiasco-to-flourish-in-the-future_us_58f39cebe4b048372700d953,entertainment,non-relevant
https://www.theonion.com/3822-voted-americas-favorite-pin-number-1819566070,fashion,non-relevant
https://www.huffingtonpost.com/entry/thank-a-teacher-thursday--_b_7463640.html,academic,non-relevant
https://www.huffingtonpost.com/entry/a-toe-in-the-arctic-ocean_b_7895942.html,animals,non-relevant
https://www.huffingtonpost.com/entry/it-will-never-happen-to-me_us_590cb4b0e4b0f71180724429,entertainment,non-relevant
https://www.theonion.com/mark-zuckerberg-cited-for-contempt-of-congress-after-re-1825178093,entertainment,non-relevant
https://www.huffingtonpost.com/entry/the-music-of-strangers-a-film-review-by-dr-lloyd_us_5766d293e4b0092652d7a275,entertainment,non-relevant
https://www.theonion.com/dsm-5-updated-to-accommodate-man-who-is-legitimately-1819579090,entertainment,non-relevant
https://www.theonion.com/purina-debuts-new-slovenly-feast-for-nasty-ass-shelte-1820086710,animals,non-relevant
https://www.huffingtonpost.com/entry/obama-darrell-issa_us_580e2324e4b000d0b1578c14,entertainment,non-relevant
https://www.huffingtonpost.com/entry/pope-francis-iraq-peace_n_5669666.html,animals,non-relevant
https://www.huffingtonpost.com/entry/ant-man-and-the-wasp-trailer_us_5ae877bfe4b02baed1be36eb,entertainment,non-relevant
https://www.theonion.com/frontier-airlines-tells-customers-to-just-fucking-deal-1819580035,entertainment,non-relevant
https://www.huffingtonpost.com/entry/moses-and-the-red-sea_b_7004042.html,parenting,non-relevant
https://www.theonion.com/everyone-forgets-to-bring-swimsuits-to-coworker-s-party-1819575001,fashion,non-relevant
https://www.huffingtonpost.com/entry/george-takei-accused-sexual-assault_us_5a0661dde4b01d21c83e9fc8,entertainment,non-relevant
https://www.theonion.com/new-york-times-adds-color-to-target-under-70-demographi-1819564443,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-hollywood-boys-club-that-supports-casey-affleck_us_58b34bbbe4b0658fc20f9720,entertainment,non-relevant
https://www.huffingtonpost.com/entry/3-myths-about-low-libido_b_7640656.html,fashion,non-relevant
https://www.theonion.com/girl-scouts-rocked-by-cookies-for-cash-fundraising-sc-1819586265,fashion,non-relevant
https://www.huffingtonpost.com/entry/huffpollster-voting-rights-remain-a-problem_us_55c4addee4b0d9b743dbbd78,entertainment,non-relevant
https://www.huffingtonpost.com/entry/world-will-miss-goal-for-universal-education-by-50-years-un_us_57cec2c1e4b0a22de096dbad,academic,non-relevant
https://www.huffingtonpost.com/entry/jennifer-lopez-name-change_n_6413536.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/how-to-rebuild-your-credi_b_5790860.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/google-timelapse-climate-change_us_58491117e4b0f9723d0046d7,entertainment,non-relevant
https://www.huffingtonpost.com/entry/voting-lines-are-shorter-but-mostly-for-whites_us_5a85a1bbe4b00e7aba2d2978,entertainment,non-relevant
https://www.huffingtonpost.com/entry/amanda-slavin-not-just-a-_b_5794432.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/laurie-hernandez-and-val-chmerkovskiy-are-already-our-favorite-dancing-with-the-stars-couple_us_57c87863e4b0a22de094ce58,entertainment,non-relevant
https://www.huffingtonpost.com/entry/hurricane-matthew-photos_us_57f69868e4b00885f2c68128,entertainment,non-relevant
https://www.huffingtonpost.com/entry/florida-child-marriage-law-under-17_us_5aa5066fe4b086698a9e91d4,entertainment,non-relevant
https://www.theonion.com/nasa-inadvertently-launches-unmanned-space-shuttle-1819589966,technology,non-relevant
https://www.huffingtonpost.com/entry/nick-viall-bachelor-winner_us_58c1bee2e4b0ed71826b408d,entertainment,non-relevant
https://www.huffingtonpost.com/entry/why-america-demonizes-its-teachers_b_7463084.html,academic,non-relevant
https://www.theonion.com/new-instant-lottery-game-features-three-ways-to-win-19-1819586628,sports,non-relevant
https://www.theonion.com/podcast-a-cry-for-help-1819567977,entertainment,non-relevant
https://www.huffingtonpost.com/entry/peter-soms-minestrone-soup_b_5777290.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/lola-flash-photos_n_7172994.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/kenan-thompson-leaving-snl_n_5862614.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/jill-roy-butt_n_5947842.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/dont-cry-for-me_b_5646199.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/isis-and-the-g41-world_b_5681474.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/trump-attacks-kirsten-gillibrand_us_5a300bcfe4b07895028418cb,entertainment,non-relevant
https://www.huffingtonpost.com/entry/villa-carlotta-renovation_n_6496596.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/11-years-later-the-human-_b_5242182.html,science,non-relevant
https://www.huffingtonpost.com/entry/nigeria-boko-haram_us_57e81279e4b0e80b1ba2a0fe,entertainment,non-relevant
https://www.huffingtonpost.com/entry/how-do-i-live-with-proof-_b_5812372.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/on-pilgrimage-in-india_b_6265672.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/will-religious-freedom-advocates-oppose-roy-moore_us_5a2987b0e4b09ee35b8ae73e,entertainment,non-relevant
https://www.huffingtonpost.com/entry/uaw-fca-negotiations_us_55f8228de4b09ecde1d9a378,sports,non-relevant
https://www.huffingtonpost.com/entry/if-bernie-sanders-wanted-to-solve-problems-like-donald-trump_us_565df661e4b072e9d1c38c37,sports,non-relevant
https://www.huffingtonpost.com/entry/there-is-no-right-way-just-write_b_5619037.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/north-carolina-police-camera-footage_us_57850a43e4b0ed2111d7952a,entertainment,non-relevant
https://www.huffingtonpost.com/entry/transgender-student-bathrooms_us_5a81c443e4b0c6726e15d2bb,academic,non-relevant
https://www.huffingtonpost.com/entry/why-we-wont-be-participat_b_6234830.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/merkel-isis_n_5747976.html,fashion,non-relevant
https://www.theonion.com/alcoholic-kindergarten-teacher-stretches-naptime-to-thr-1819568162,academic,non-relevant
https://www.huffingtonpost.com/entry/devastating-floods-west-virginia_us_576d52a4e4b0dbb1bbba576f,entertainment,non-relevant
https://www.huffingtonpost.com/entry/obamas-grace-the-atlantic_n_7680000.html,entertainment,non-relevant
https://www.theonion.com/bumper-nilla-crop-spells-profit-for-wafer-growers-1819568618,animals,non-relevant
https://www.huffingtonpost.com/entry/6-summer-salads-youll-act_b_5517682.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-black-keys-turn-blue_n_5272454.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/isis-vs-isil-whats-in-a-n_b_5807198.html,technology,non-relevant
https://www.theonion.com/national-trust-for-historic-preservation-to-pay-for-and-1819568738,sports,non-relevant
https://www.huffingtonpost.com/entry/tomi-lahren-sues-glenn-beck_us_58e7f216e4b058f0a02f3841,entertainment,non-relevant
https://www.huffingtonpost.com/entry/greg-hardy-unapologetically-refutes-domestic-abuse-allegations_us_5702cdffe4b083f5c6088971,sports,non-relevant
https://www.huffingtonpost.com/entry/tunisia-hotel-attack-survivors_n_7677574.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/trump-voters-blink_us_596d85e5e4b05561da5a5a40,entertainment,non-relevant
https://www.huffingtonpost.com/entry/ahs-pregnant-gaga-photos-may-explain-creepy-kids_us_561fa5c3e4b028dd7ea6bc14,entertainment,non-relevant
https://www.theonion.com/study-more-couples-delaying-divorce-until-kids-old-eno-1819576618,parenting,non-relevant
https://www.theonion.com/never-before-heard-buzzword-flying-around-office-can-t-1819578329,entertainment,non-relevant
https://www.huffingtonpost.com/entry/smartphone-warning-label_us_56152dc6e4b0cf9984d7c43a,entertainment,non-relevant
https://www.huffingtonpost.com/entry/republican-obamacare-problem_us_58af114be4b057efdce9e743,fashion,non-relevant
https://www.huffingtonpost.com/entry/rohingya-mass-graves-myanmar_us_5a734e7ae4b0905433b21a6e,animals,non-relevant
https://www.theonion.com/final-german-u-boat-surrenders-to-allied-powers-1819588851,sports,non-relevant
https://www.huffingtonpost.com/entry/private-prison-companies-will-keep-locking-up-immigrants-after-doj-decision_us_57b60b6be4b00d9c3a165506,entertainment,non-relevant
https://www.theonion.com/woman-s-head-feared-lost-forever-inside-infinity-scarf-1819592751,fashion,non-relevant
https://www.huffingtonpost.com/entry/john-perry-barlow-dead_us_5a7beda5e4b08dfc92fff7c7,entertainment,non-relevant
https://www.theonion.com/new-report-finds-americans-most-interested-in-science-w-1819579453,science,non-relevant
https://www.theonion.com/new-york-times-moves-all-content-you-wont-give-a-shit-a-1819572243,fashion,non-relevant
https://www.huffingtonpost.com/entry/philippines-president-encourages-civilians-to-go-ahead-and-kill-drug-addicts_us_57767fc8e4b04164640f91c2,entertainment,non-relevant
https://www.huffingtonpost.com/entry/woman-breaks-down-why-shes-not-just-a-nurse_us_57fd012fe4b0e655eab7a2b7,fashion,non-relevant
https://www.theonion.com/chicago-police-department-to-monitor-all-interactions-w-1819578516,animals,non-relevant
https://www.huffingtonpost.com/entry/davos-meditation_n_6522806.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/scott-pruitt-scandals-list_us_5ac66dffe4b09d0a1191647f,animals,non-relevant
https://www.huffingtonpost.com/entry/wont-ask-dont-tell_b_7255748.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/vegas-baby-well-minus-our-babies_b_5684367.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/kanye-west-new-song-real-friends_us_56900997e4b0c8beacf6dfee,entertainment,non-relevant
https://www.huffingtonpost.com/entry/suede-spring-pieces_n_6859940.html,fashion,non-relevant
https://www.theonion.com/fcc-sentences-artie-lange-to-death-1819587542,entertainment,non-relevant
https://www.huffingtonpost.com/entry/behold-the-title-of-american-horror-story-season-7_us_5970e60be4b0aa14ea7872e5,entertainment,non-relevant
https://www.huffingtonpost.com/entry/sikh-turbans-football-game_us_566db725e4b0e292150e3f6a,sports,non-relevant
https://www.huffingtonpost.com/entry/to-your-health_b_6931932.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/seth-meyers-christmas-close-thanksgiving_us_5837f0e0e4b000af95ee0991,entertainment,non-relevant
https://www.huffingtonpost.com/entry/15-espn-trade-machineappr_n_6457158.html,sports,non-relevant
https://www.huffingtonpost.com/entry/charlotte-gwenyth-gray-batten-disease_n_7558614.html,parenting,non-relevant
https://www.huffingtonpost.com/entry/the-quiet-practice-where-i-found-my-voice_us_56a988c2e4b0d82286d4ef18,entertainment,non-relevant
https://www.theonion.com/fcc-assures-nation-their-favorite-verizon-websites-wont-1821305714,technology,non-relevant
https://www.huffingtonpost.com/entry/everyone-told-me-my-second-child-would-be-so-much-harder_us_5aecb3e1e4b066cd764091cc,parenting,non-relevant
https://www.huffingtonpost.com/entry/arizona-church-trump-win_us_5850355be4b0e05aded6267e,entertainment,non-relevant
https://www.huffingtonpost.com/entry/wendy-davis-campaign_b_5440570.html,fashion,non-relevant
https://www.theonion.com/democratic-senator-strides-down-corridors-of-powerlessn-1819587815,animals,non-relevant
https://www.huffingtonpost.com/entry/days-of-rage_us_5913159ce4b07e366cebb793,entertainment,non-relevant
https://www.huffingtonpost.com/entry/happiness_b_5222784.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/drones-beethoven-intel-world-record_us_5693ae9de4b0a2b6fb70b843,entertainment,non-relevant
https://www.theonion.com/fatal-school-bus-crash-cements-bff-status-1819588524,academic,non-relevant
https://www.theonion.com/no-makeup-look-easier-to-achieve-than-elle-claims-1819567390,fashion,non-relevant
https://www.huffingtonpost.com/entry/the-outfit-that-got-this-woman-kicked-out-of-her-schools-gym_us_56b4f11ce4b04f9b57d97572,fashion,non-relevant
https://www.theonion.com/bluetooth-headset-worn-throughout-date-1819588665,fashion,non-relevant
https://www.theonion.com/breakroom-tension-at-all-time-high-following-mug-disput-1819565122,sports,non-relevant
https://www.huffingtonpost.com/entry/halloween-saturday-night-live-snl-video_us_581472dbe4b0990edc3182ae,entertainment,non-relevant
https://www.theonion.com/local-laundromat-employs-social-media-coordinator-1819575080,fashion,non-relevant
https://www.theonion.com/right-to-own-handheld-device-that-shoots-deadly-metal-p-1819574320,fashion,non-relevant
https://www.huffingtonpost.com/entry/asteroid-boiled-oceans_n_7457722.html,entertainment,non-relevant
https://www.huffingtonpost.com/entry/washington-dc-officer-shoots-woman-carrying-knife_us_55c6b569e4b0923c12bd22ec,entertainment,non-relevant
https://www.huffingtonpost.com/entry/in-your-face-the-hidden-h_b_5351726.html,fashion,non-relevant
https://www.huffingtonpost.com/entry/a-knicks-fan-open-letter-to-santa_b_6384792.html,sports,non-relevant
https://www.huffingtonpost.com/entry/donald-trump-and-americas-blood-sport-of-choice_us_59e900dce4b05b4f1c3a0717,sports,non-relevant
https://www.huffingtonpost.com/entry/time-to-end-subsidies-that-are-destroying-forests_us_5975aaeae4b06b511b02c4ac,animals,non-relevant
https://www.huffingtonpost.com/entry/netflix-to-shut-down-planned-louis-ck-comedy-special_us_5a05ceede4b0e37d2f37310c,entertainment,non-relevant
https://www.huffingtonpost.com/entry/donald-trump-bill-clinton-obamacare_us_57f4e4c5e4b04c71d6f118a8,technology,non-relevant
https://www.theonion.com/narcissist-mentally-undresses-self-1819567215,entertainment,non-relevant
https://www.huffingtonpost.com/entry/we-got-the-exclusive-look-at-hillarys-dnc-speech-notes_us_579a5161e4b08a8e8b5d1cc8,entertainment,non-relevant
https://www.huffingtonpost.com/entry/john-kasich-david-bowie_us_56a570e9e4b0404eb8f20825,entertainment,non-relevant
https://www.theonion.com/pro-governing-is-it-faked-1819586544,sports,non-relevant
https://www.huffingtonpost.com/entry/ed-burns-social-media-detox_us_55dc7cb2e4b08cd3359d48da,entertainment,non-relevant
https://www.theonion.com/outdoor-movie-guest-excited-to-watch-barely-audible-ba-1819577856,entertainment,non-relevant
https://www.huffingtonpost.com/entry/north-korea-guam_us_598c3996e4b0449ed5081ef1,fashion,non-relevant
https://www.theonion.com/gorillagram-employee-shot-by-white-house-security-1819587417,fashion,non-relevant
https://www.huffingtonpost.com/entry/how-do-i-make-my-4-month-old-fall-in-love-with-reading_us_5789a482e4b0cbf01e9fd238,parenting,non-relevant
https://www.huffingtonpost.com/entry/weird-things-left-in-uber_us_58de0c19e4b08194e3b8e46a,fashion,non-relevant
https://www.huffingtonpost.com/entry/ledell-lee-execution-arkansas_us_58f8134ee4b0cb086d7df22e,technology,non-relevant
https://www.huffingtonpost.com/entry/a-sadder-pride-because-of-washington-inaction_us_59405935e4b09ad4fbe3e9ca,entertainment,non-relevant
https://www.huffingtonpost.com/entry/shonda-rhimes-on-the-motivation-behind-her-weight-loss-journey_us_560be4b3e4b0dd850309ea0b,entertainment,non-relevant
https://www.huffingtonpost.com/entry/excellent-educators-for-all_n_5562269.html,academic,non-relevant
https://www.huffingtonpost.com/entry/teaching-learning-and-the_b_6362768.html,academic,non-relevant
https://www.huffingtonpost.com/entry/pigeon-bread-necklace_us_589b324ce4b04061313a8df3,fashion,non-relevant
https://www.huffingtonpost.com/entry/philip-coleman-chicago-video_us_56670fb1e4b079b2819028f1,entertainment,non-relevant
